titles,link_to_content,textes,categories
Nanu déjjati : di kàdduy Guy-maris Saañaa !,https://saabal.com/nanu-dejjati-di-kadduy-guy-maris-saanaa/,"['', 'Askanu Senegaal jox na li mu am lépp njiitu réew mi Maki Sàll. Njiitu réew mi Maki Sàll delloowu leen lu dul ñàkkum ndox, ñakk ay fajkat ak ay rewlekat, ñàkk àtte bu jaar yoon bu fekkee sax du nappaaje yoon, luubal suuf, ñàkk i jànguwaay ak ay jàngalekat ak ñàkk leeral ak ñàkk kaaraange…', 'Maa ngi metiitlu bu baax mar wi askan wi di dund ci ñaari jamono yu tombe te metti yii di koronaawiris ak tàngaay wi. Nanu wattu la daloon waa Kaps-Kiriŋ:', 'Juróom-benni fan ci noowàmbar ci atum 2019, FRAPP ak «\xa0Forum sósyaal Senegale\xa0» amaloon nañu am ndaje ak taskati xibaar yi ngir xamle seen ñàkk a ànd ci ni ñu joxe waa «\xa0SUEZ\xa0» yorug ndox mu Senegaal.', '«\xa0SDE\xa0» gaaraloon na juróom fukk ak juróom ñaari dërëm yu tombal juróom ñent (285,9) ci m3 bu nekk. Ca jamono jooja SUEZ mu ngi gaaraloon juróom benn fukk yu néew benn fiftin bu tombal juróom (298,5) ci sunu xaalis ci m3. Ci fukk ak juróomi (15) at, loolu dina tax ñu ñàkk juróom fukki milyaar ci sunu xaalis bunu àndee ak Sues.', 'Lii nag moo waral bettuma benn yoon tay may dégg ñuy ruumandaat yokkute jëgu ndox mi te askan wi di jaar fu nekk ngir man koo am sax.', 'Ginnaaw loolu bu ñu gisee ni faktiiri ndox mi yokkoo, nguur gi day def ak «\xa0SEN’EAU\xa0» na mu defoon ak «\xa0SENELEC\xa0». Lu jëm ci mbëj gi, nguur gi daf koo yokk laataa lél ba mu joxe woon ngir yokk gi. Lu jëm ci ndox mi nguur gi daf koo yokk te yëgalu ko sax askan wi.', 'Laaj bi gën a am solo nag feneen la nekk, ci jamono ji ñuy jël yorug ndox mi di ko jox gox-ngoxaan te war a móomale ndox mi waa réew mi, doy na waar lool ci Afrig ñuy jaay ndox ay jàmbur te ñépp xam nañu ne ci at yii di ñëw ndox mooy doon liy waral xare yu bari di am. Li nu soxla du «\xa0SEN’EAU\xa0» waaye sunu ndox ngir aar sunu askan.', 'Ngir ñu sampal la ci ndoxum SUEZ mi, dangay joxe ñeen-fukki junni ak juróom benn ak ñaari téeméer(231 000) te SDE mi ngi doon laaj fukki junni ak juróom ñatt (90 000).', '«\xa0SUEZ\xa0» mayoon na ay sëfaan farab Ndar bi te moom moomu gurob Maki Sàll la te doonoon fi jëwriñ ji yore ndox mi ca jamono jooja.Ndax dañoo geroon Maasuur Fay ?', 'Foofu, ag xëccoo ci njariñ gu jëm ci jox lijjanti gii di «\xa0SUEZ\xa0» yorug ndoxum Senegaal gi te mu defaroon Kër-Momar Saar 3, terewuloon Maki Sàll ak goroom boobu ñu jël ndoxum Senegaal daaldi koy jox SUES.', 'Looloo war tax nu déjjati lépp loo xam ne moo yor turi mbéefarkat ak xeetalkat yi; waaye war nañoo dàjji itam noteel gu bees gi ak it ñi ko fi teewal ci Afrig.War nañoo déjjatu xelum nooteel gi ak nangoo doon jaam gi ak nangu noteel gi.War nañoo tuddaat sunu bayaal yi waaye war nañoo jëm itam ci «\xa0moom sa réew\xa0».', 'Féexalleen Abdu Kariim Géy Xurum-xàq', 'Albatros ak Habiibul Xadiim Géy  ak Móomi Jóob', 'Partager la publication ""Nanu déjjati : di kàdduy Guy-maris Saañaa !""']",xew-xew-jamono
"Ngóor si Farees ca Tuubaa, lu manoon a ñàkk la (kàdduy Sëydinaa Umar Ba)",https://saabal.com/ngoor-si-farees-ca-tuubaa-lu-manoon-a-nakk-la-kadduy-seydinaa-umar-ba/,"['Lu manoon a ñàkk la, neexul a wax nag, waaye Farees di jiitul ndefar gii di Kiren, waruloon a teg tànkam ca dëkk bu sell ba di Tuubaa ba ñu naan dalal nan ko fa démb moom ak gàngoorug. Li waral lu ni mel mooy jamono jii dees leen di tudd njombe li gën a rëy ci réew mi.', '', 'Ak li ma xam ci mbir mi ak us néew daal, nganug Farees gii am na lu ko tax a jóg. Ndax ku seetlu tolluwaayu mbir mu rëy mii ñu koy tuumaal war a xam lan moo làqatu ci tukkib nemmeekoom boobu. Mu yokkaat ci nag mel ne ku bëgg ku ko wutal mbalaanum kiiraay, ci luubalkat bu tollu ne moom.', 'Ngan googu nag indi na jiixi-jaaxa te di lu manoon a ñàkk ndax ngóor sii kat amoon na waxtu wu doy sëkk ngir am tànki nemmeeku ca dëkk bu sell ba ci weer yii wees; bu fekkee ne sax daan na fa dem ci lu ñu xam itam, xam nanu ne bariwul, lu néew la. Gaawantu gii mu gaawantu ngir ganeji fa yokk na ci xar mi kawar ci li ñu koy tuumaal te it loolu war naa teey xelum kilifay dëkk bu sell ba.', 'Mbir mi nag doonul lu ndaw, dees koo tuumaal ci mbirum setal xaalis bu taq ak jàpple ay rëtalkat. Di ay waat yu diis gann ci yoon, loolu war a tax ñu def ndànk ci ku laale ak mbir mi.Ca dëgg-dëgg, moo xam mbir mi ñu koy tuumaal am na la walla du amul, Yoon dina ci wax lu leer balaa yàgg. Waaye séq gi mu séq ay jéego ci jamono jii jëm Tuubaa rekk, di dëkk boo xam ne bii sunu yaakaar jépp fa la nekk, mooy li ñépp war a ñaawlu ndax kat day bokk ci yi nga xam ne, bii day màbb sunu ngëm-ngëm ak sunuy baax, doonte mbir mi ay tuuma dong la agum.', 'Mbir mii ngir Yàlla war naa tax ñi nga xam ne bii ñoo wër kilifa gi ñu jàppale ko fexe ba di ko wax yiy xew ak tolluwaayu jamono ak ñi nga xam ne bii man na ñuy ñëw ci moom ci yenn jamono yi. Ndax kat àdduna bi soppeeku na, mbir yu tuuti yu daan xew ci yenn warab yi leegi day dox ba ci biir réew mi te man naa dem ba génn ko, ñu koy dégg bitim réew. Kon nag jot na ñu ubbi sunuy gët di xam bu baax tey jéebaane waaye di ko def ak xel ak xàmmee.', 'Wasalaam Sëydinaa Umar ba', 'Tekkikat bi: Àlliyun Jóob / bindkat yi: Habiibul Xadiim Géy ak Tuubaa silla Maxtaar', 'Partager la publication ""Ngóor si Farees ca Tuubaa, lu manoon a ñàkk la (kàdduy Sëydinaa Umar Ba)""']",xew-xew-jamono
"« Sama jëkkër daf maa moy ak jeneen jigéen ba ma xam ko », nettali bu am solo",https://saabal.com/sama-jekker-daf-maa-moy-ak-jeneen-jigeen-ba-ma-xam-ko-nettali-bu-am-solo/,"['Sama jëkkër daf maa wor, moy ma ak jeneen jigéen. Bi ma ko yëgee meroon naa lool waaye damaa bës sama xol; togg sama añ, jox ko mu lekk. Dama koo toppatoo bu baax sax. Lekk na ba noppi ne ma\xa0» Ca dëgg-dëgg am naa lu ma metti ndax danga maa gaañ «\xa0.', 'Wax na ma it ne : ndax man naa laa kott?', 'Amoon naa lu ma metti lool waaye damaa nangu.', 'Mu wax ma ne : Damaa bëgg a baane ak yaw.', 'Ma nangu te teguma ci baat mu def la mu bëgg ! Li waral doxaliinam wii nag mooy xam na ne xam naa li mu def.', 'Damaa ànd ak dal waaye maa ngi woon ci sama noppi gi rekk. Fippuwuma, wanewuma sama mer, damaa muñ sama mettiit ! Mu tàmbli nag di am kersa ba noppi di ma laaj lan laa bëgg mu defal ma ko.', 'Li ko jaaxal mooy waxuma ko dara ca la mu def te songuma ko xuloo.', 'Ca ginnaaw suba sa mu ne ma sama liir bi, maa ngi jéggalu ndax xam naa ne tooñ naa la, mettiital naa la, te am naa ci kersa. Manatuma laa xool sax ci biir i gët.', 'Ma tontu ko: «\xa0ah defoo ma dara sax njort naa ne man mii maa la tooñ, man mii maa la metiital, defal li gën ci yaw; defal li gën fi nun ; defal li nga xam ne moo lay bégal\xa0».', 'Ca ngoon sa ba mu wàccee ba ñibbisi ca la ma wax ne sëy si nga bu yàgg ba leegi waaye jot na nag nu dem wuti këyit guy màndargaal sunu diggante ndax jigéen ju baax nga te man a muñ te loolu xalaatloo na ma lu bari. Giñal naa la ne dinaa bàyyi lépp !', 'Dafa wàcce boppam ba mujj tuuti ci sama kanam, moom mi amoon fulla lool ci boppam, kenn yabu ko woon, daawul wane daray xeebu ci sama kanam. Ma am ca kersa sax ndax samag noppi ak sama muñ ñoo ma jox dooley peeg sama góor gi, dóor ko ba mu may raamal te sama loxo laalu ko.', 'Yaw jigéen ji ak lu man a xew, du xëtër-xëtër walla mer moo faj. Loolu du indi saafara ci jafe-jafe yi ndax loo gën a tàng rekk sam xel dem nga wax lu ëpp, ba mu man a dëpp coow la yay la, wan la ginnaaw mbaa mu gën laa sori.', 'Bu fekkee sa jëkkër am na xalaatub wor la, dina ko def waaye nag xamal ne sa doxaliin ci moom, ni ngay yore sa kër, mooy jeexiital ci wor ga mu lay wor ! Jigéen dafa war a nooy !', 'Toppatool sa góor. Bu fekkee sax dangaa mer nangul reeyal !', 'Jigéen dañu koo tën ngir muy dalal góor ak di àndi jàmm ak dal ci këram.', 'Muñ ak noppi metti nañu waaye ñoom ñooy gànnaay yi gën a wóor ci tëye sa boroom kër ak sàmm seen diggante.', 'Albatros ak Habiibul Xadiim Géy', 'Partager la publication ""«\xa0Sama jëkkër daf maa moy ak jeneen jigéen ba ma xam ko\xa0», nettali bu am solo""']",xew-xew-jamono
"Tënub Lewopóol II, di raykatu nit bu mag, jot na wàllam",https://saabal.com/tenub-lewopool-ii-di-raykatu-nit-bu-mag-jot-na-wallam/,"['Tënub Léwopóol II ba nekk ca déngaleereb ngàngunaay bu Burusel la ñu daax cuub bu xonq ci tallata jee ci ngoon. Ki jëf jëf ju ni mel nag mooy bañkat bii te di ab bindkat di «\xa0Théophile de Giraud\xa0» muy tuumaal Lewopóol II, ne raykatu nit bu mag a mag la ca ba muy mbéefar réewum Kóngoo.Bindkat boobu te di ab bañkat, dëkk ca Belsig moo yéeg ba ca kaw tën ba, jaare ko ci ag buum, bi 15i waxtu jotee ci talaata ji laataa muy sotti cuub bu xonq boobu ca kaw tën ba ngir wane deret ju bari ja waa jooju tuur.', 'Ba muy def jëf ju ni mel nag lu ëpp fukki nit ak juróom ña nga fa woon di ko tàccu ak a ndokkeel.', 'Bu nu sukkandikoo ci moom, Lewopóol ll, ab yongkat la bu ray nit ñu bari ba waral kenn waru koo jàppe jàmbaar ju ñuy sargal ca réew ma.', 'Ginnaaw loolu ca la alkaati ya egsee ca bayaal ba. Bindkat bi wàcc fasu xànjar wa mu yéegoon ca tënub Léwopóol ll, ngir alkaati yi jàpp ko.', '«Xam ngeen ne amóo leen xorom di», di la mu wax Alkaati ya laata ñu koy dugal ca seen daamar ja. Jëf jooju nag waajal na ko ñatti ayu-bis. Lél bi moom jàppu ko woon. «\xa0Àndunu ci benn màndarga bu teguwul ci yoon\xa0», «\xa0Léwopóol ll = yongkat bi gën a mag ci àddina si «\xa0, di mbind ma ñiy dawal ca pankart ya.', 'Tën: statue / yongkat: criminel, assassin / mbéefar: coloniser, asservir / Déngeleereb ngàngunaay : place du trône ', 'Albatros', 'Partager la publication ""Tënub Lewopóol II, di raykatu nit bu mag, jot na wàllam""']",xew-xew-jamono
Aw làkk dafay dox… dëppoo ca am solo,https://saabal.com/aw-lakk-dafay-dox-deppoo-ca-am-solo/,"['Sapoŋ mi bokk ci réew yi gën a xerañ ci ndefar ug jumtukaayu xarala yi ak yu kër yi gën a ñoŋ ci àddina si ba ñépp xam ko, lu tax sosuñu ay waat yu yees ngir tudd jumtukaay yooyu?', 'Dañuy jëfandikoo ay waati Àngale yu ñu waxee ca seenug koj. Gisees na ne ba ci seen téere yi ñuy mbind sax dañu ciy aajar lu ni mel ngir xamle ko. Leneen lees ci gendiku sax mooy réewum Sapoŋ yattul i waat ngir tudd ay jumtukaay yu ci mel ni aypaat tablet ak waat yii di ñëw dañu koo jële ci Àngale daa di koy Saponeel ngir man koy jëfandikoo :', 'Moo tax nun it nu war yombal xam-xam sunuy ndaw ngir gën a man a teel a peeg jumtukaay yii nga xam ne jamono da koo soxla te maneesu koo ñàkk, nekk fi nag di ko fentaat gudal aw yoon lay doon ci lol manoon naa ñàkk.Fexe ba li nu amul nu jëli ko fof am na fa te gànjaru na ba man koo boole ci li nu am mu jariñ nu ?', 'Ndax jotul nu soppi xalaatin ci ne sunu làkk yii amul waatu xam-xam yi ? Niral gi mooy Sapoŋ mii nu jël nga xam ne waat ya Àngale yaa ko moom waaye xam-xam bay defar jumtukaay ba tur woowa di wuyoo ñoom ñoo koy yor ?', 'Lan moo waral manu noo jànge ci suniy làkk te laltaay gi nekk fi ba noppi, xam-xam ba mu ëmb it ne fi, ba tay loolu ndax jëmul ci bëgg a naxasal sunu làkk yi? Wéyal fi làkku doxandéem yi?Ci lëkkalekaay yi ñu taf fii ci suuf man ngeen a xoolal seen bopp mbaa ngeen déglu tekki gi ñu def ci waati yeneen réew yi ci làkku saa-sapoŋ yi :', '1)https://www.google.com/search?q=japanese+to+english&oq=jap&aqs=chrome.3.69i57j46l2j0j69i65.3672j0j9&client=ms-android-a1-gm-rev2&sourceid=chrome-mobile&ie=UTF-8', '2)https://www.japanesepod101.com/japanese-dictionary/', 'Albatros ', 'Partager la publication ""Aw làkk dafay dox… dëppoo ca am solo""']",xew-xew-jamono
"Yàlla alagul nit ku ñuul, mboor mu ñu sos la!",https://saabal.com/yalla-alagul-nit-ku-nuul-mboor-mu-nu-sos-la/,"['MBOOR di Histuwaar, dafa doy waar .Gis nga ni nit ñu weex ñi lijjantee ba teg tuuma nit ku Ñuul !Ngir raafal yu rëy ya fari ya defoon, yamuñu ci toj wakkani séen seedey xeer ya ni fàŋŋ waaye, dañoo tabax ALAGUG doomu NOOHIN jooju di KAAM ñu ne , dafa toroxal baayam Yàlla alag ko def ko mu ÑUUL , ay doomi baayam di ñu weex mu yékkati leen teg leen ci kawam abadan !', 'Mu mel ni, Yàlla daa xaar ba ca Noohin muy sooga tabax nit ku ñuul mu jël ndaare !Ñaata Histuwaar la ñu sos ngir tuutal aw xeet, aw askan? Waaso, ag kër, ab néeg ?Fiiraange rekk !Matadi rekk !Nanu moytu di wax ak a bind lu wérul, lu dul dëgg ! bu ñu la bàkkee boroom xam-xam, da ngaa war a xam ni, nit, xam-xam waru ko, am na ku xam loo xamul, jox ko cër, bàyyil ko wàllam .Bind lu wér keŋŋJunj a gën jeng', 'Baabakar Mbay Ndaag ', 'Partager la publication ""Yàlla alagul nit ku ñuul, mboor mu ñu sos la!""']",xew-xew-jamono
"Àddina baa ngi soppi xar-kanam, Naka Afrig ?",https://saabal.com/addina-baa-ngi-soppi-xar-kanam-naka-afrig/,"['Ca réewum Amerig, daaneel nañu fa ay tën yu bari yu nekkoon ca yenn mbedd ya ak bayaal ginnaaw faatug George Floyd. Yenn yi, ñaxtukat yi ñoo leen déjjati; yi ci des kilifay gox ya ndax coow yu yàgg yu ñu juroon. Ci nataal bu njëkk bi, tënub fara ba woon ca Filaadelfi, Frank Rizzo mi ñuy tuumaal ne dafa doon boddixeet ba waral ñu suub ko ba noppi dindi ko. ', 'Ca Birmingaam nekk ca Alabamaa, tënub Charles Linn mi bokkoon ca ñay xeex ngir njàppum jaam wéy, la fa ñaxtukat ya daaneel ba tax kilifay gox ba war koo dindi.', ' Ba tay ca Mongomeri, nekk ca Alabamaa, ñaxtukat ya daaneel nañu fa tënub 112 at bu mu mbootaayu GEN. Robert E. Lee mu ne woon tënn ca buntu daara-digg-dóomu ju Lee. ', 'Tënub Edward Carnack doonoon jàmbur ca Amerig te móomoon ab yéenekaay bu daan dal ci kaw ñi daan aar yelleefi nit ña, dàjji nañu ko ba noppi génne ko ca suufus dëkk bii di Nashwil. ', 'Ca Alexàndiri, Wirsini, fara ba siiwal na ci Tiwitéer ay naataali tën bu tuddoon «\xa0Appomattox\xa0» bob seen boroom moo kp dindi. Kàddu ya mu ca sof mooy : \xa0» Alexàndiri, niki yeneen gox yu mag yépp, mu ngi wéy di soppiku…\xa0»', 'Laaj biy sampe dafay doon, lan moo waral Senegaal ak yeneen réew yi ñu doon jël seen i doom di leen jaayi ca Amerig ñu ne dann fa ñu nekkoon rekk ba ña soppi xar-kanam?', 'Lu waral ñi doon jaay ak a jënd nit, di leen def jaamu mujj am kersay bàyyi tëni ña ko doon def, te réew yi ñu doon jël seen i doom di leen jaayi wéy di màggal tën yooyu…?Lu Feederbu di def Ndar?', 'Bu nu dikkaatee indi leen yenn ci tën yi béefeerkat yi ñu sampal i tën te warul ndax yayooñu ko.', 'Ngañ Aaw awdemba90@gmail.com ', 'Partager la publication ""Àddina baa ngi soppi xar-kanam, Naka Afrig ?""']",xew-xew-jamono
Doxe Ndakaaru ba Kaasamaas ngir jàngi Wolof ca 1975,https://saabal.com/doxe-ndakaaru-ba-kaasamaas-ngir-jangi-wolof-ca-1975/,"['Partager la publication ""Doxe Ndakaaru ba Kaasamaas ngir jàngi Wolof ca 1975""']",xew-xew-jamono
"Ñaxtu ya xew Tuubaa: lu ko waral, ku deful liggéeyam ? Déglul li Sëriñ bii wax ñaxtukat yi",https://saabal.com/naxtu-ya-xew-tuubaa-lu-ko-waral-ku-deful-liggeeyam-deglul-li-serin-bii-wax-naxtukat-yi/,"['Partager la publication ""Ñaxtu ya xew Tuubaa: lu ko waral, ku deful liggéeyam ? Déglul li Sëriñ bii wax ñaxtukat yi""']",xew-xew-jamono
Ndax Yàlla moo nu teg nattu walla sunug nangoo nuy lor: méngaleel dundug doomi réewum Libaan ci Senegaal ak dundug doomi Senegaal ca Libaan !,https://saabal.com/ndax-yalla-moo-nu-teg-nattu-walla-sunug-nangoo-nuy-lor-mengaleel-dundug-doomi-reewum-libaan-ci-senegaal-ak-dundug-doomi-senegaal-ca-libaan/,"['Partager la publication ""Ndax Yàlla moo nu teg nattu walla sunug nangoo nuy lor: méngaleel dundug doomi réewum Libaan ci Senegaal ak dundug doomi Senegaal ca Libaan !""']",xibaar
Xoolal taaxi nit ñu ñuul ñi laataa ñuy jaxasoo ak tubaab bi: danoo war a bég ci li nu donn ndax sunu mboor la,https://saabal.com/xoolal-taaxi-nit-nu-nuul-ni-laataa-nuy-jaxasoo-ak-tubaab-bi-danoo-war-a-beg-ci-li-nu-donn-ndax-sunu-mboor-la/,"['', 'Xoolal nataal bi. Boo ko nee jàkk sa bët fees dell ndax xereñte ak xel mu ñaw mi ñu defaree këri «\xa0Grassfeild\xa0» laataa mbéefarkat yi di fa dugg. Nataal baa ngi am ci atum junni ak juróom ñatti téemeer ak juróom ñaar fukk (1870). Néeg yooyu nekk ci ginnaaw niru na lool taax yi nu xam te tàmm koo gis ci sunu jamonoy tay jii, ci sunu réew yi rawatina yu Tugal yi. Loolaay njëlbéenug wujje gi dox ci diggante askani Grassfeild ak mbéefarkat bi.', 'Kon xam ngeen ne jéemantu ak sos ak a fent jot naa am ci Afrig ba waral fiiraange tubaab bi lal i pexe ngir faagaagal askan woowu. Ña ca jëkk di waa Almaañ ñi diri askan woowu fu nekk ci Kamerun ngir di leen liggéeyloo liggéey bu ñu sañul a bañ. Daan nañu tabax ak a defar ay njéggite, ay raay ak ay taaxi mbéefarkat yi.', 'Ginnaaw gi ci la farañse yi ñëw bóom ñatti téemeeri junniy (300 000) doomi Grassfeild ci diggante atum junni ak juróom ñenti téemeer ak juróom fukk ak juróom (1955) ba atum junni ak juróom ñenti téemeer ak juróom benn fukk ak ñaar (1962).', 'Bi mbéefarkat agsee ci tund woowu, dañoo yéemu woon ca lootaabiin wa ak it xereñte ga ña fa dëkkoon am ci wàllu tabax. Waaye ngir noot leen, màbb seen mbatiit ak seen mboor, ca la mbéefarkat daaldi yàqe jépp jëf ju ñu fa sottaloon. Lu nag dafay weddi seen gis-gis bi ñu yaxal ci mboor te laluwul lu dul xeetal mooy: «\xa0nit ku ñuul amul xel\xa0». Loolu dafay tolloo ak la ñu defoon ca Àlaxsanderi ca Tombuktu. Nan la ñu fa def? Dañoo taal kàggu ya ak jànguwaay ya ñu fa fekk ngir fay taali jàngu ya daan tas xam-xam ba ca réewi ñuule ya.', 'Ci diggante atum 1877 ba 1960 ci la ñu daaldi yàq lu ñu sampoon ca «\xa0réewu Bamaleke\xa0» waaye mujj ñoo man a dindi walla ñu nasaxal mbatiit ak gëm-gëmu askan wa. Cosaanu turu Bangangte (di ñi bañ njaam ak nooteel) mi ñgi jóge ci bañ googu.', 'Kàgguy denc yi, wane nañu ci lu mat sëkk ne béefar gi jëmul woon mukk ci suqali nit ku ñuul waaye dafa gën a nasaxal seen xel. Xereñtéefu doomi Afrig yi lu fésoon la laataa béefarkat bi di fi dugg. Waaye bi ñu fi agsee lañu ko tàmbalee nësëxal.', 'Mbéefarkat : colonisateur / mbéefar g: colonisation, asservissement / mbatiit: culture / mboor : histoire / taax mi: l’immeuble, batiment', 'Albatros  ak Habiibul Xadiim Géy ak Tuubaa Silla Maxtaar ', 'Partager la publication ""Xoolal taaxi nit ñu ñuul ñi laataa ñuy jaxasoo ak tubaab bi: danoo war a bég ci li nu donn ndax sunu mboor la""']",xibaar
Liy firndeel ne yaqub làkku Wolof a gën a gànjaru bob farañse,https://saabal.com/liy-firndeel-ne-yaqub-lakku-wolof-a-gen-a-ganjaru-bob-faranse/,"['Bismillaah, ci turu Yàlla, ma tàmbali. Alhamdu lillaah, cant fa Yàlla.🤲🏿', 'Bokk yi kaayleen nu waxtaan ci làkku farañse!📢', 'Mbokk mbaa xam nga ne làkku farañse mi nga naw lool ba mu tax la a xeeb saw làkk, ni làkk yépp ay waat yu ñu àbb te dajale dong la😌???', 'Topp ma, dinga ci xam dara👊🏿!', 'Ci farañse:', '😌-Waati xam-xam yi, waati gereg ak yu latiŋ yu ñu jabbase (jaxase) lañu.', 'Niral : hydro-phile : nob-ndox🤨 lay tekki ci gereg, hydro-phobe : ragal-ndox…..😲', 'Yeneen waat yi noonu lañu mel.', '😌-Waat yi jëm ci xare yu bari ci Almaa lañu juge', 'Niral: Maréchal ( A: Marschall), obus ( A: Haubitze )…..😲', 'Yeneen waat yi it noonu lañu mel.', '😌-Waat yi jëm ci xarala yu yees yi yu ci bari ci àngale la ko àbbe.', 'Niral: internet, taylorisation, …😲', '😌-Waat yi jëm ci mbay ak biri bis bu ne yu bari ci normaa lañu juge.', 'Niral: crèche, auberge, blanc, ble….😲', '😌🤝🏿-Toppaat ma ma xamal la làkk yi farañse àbb ak limu waat yi mu leen àbb.', '. Àngale: 2515i waat. Làkku itaali : 1198i waat. Almaa ak làkku Ótiris: 546i waat. Español: 476i waat. Làkku Neerlànd: 249i waat. Portige: 117i waat. Araab ak làkki Afrig-asi : 528i waat. Farañsig ga woon: 368i waat. Làkku Góol: 147i waat. Yenn làkki islaaf ak yu indoy amerig : 10 931', '😱😱😱😱Lii yéemewut a!!', '. Wolof : àbb na ko ay waat yu bari lim ba a leerul.🤩', 'Niral: laptot: lapptoo, banane: banaana, karité: kaarite, turu garab yu bari ak yeneen…😊😲', '(Sukkandikukaayu yenn yi: «\xa0le Robert\xa0»)😌😌', 'Ca gàggantikaayu «\xa0le Robert\xa0» 60 000i waat ya ca ne, 11 825 yi farañse da ko a àbb😱😱 (xaaral ma daw sax!!)', '😌Ci gàttal, wenn làkk setul ci àbb, rawatina farañse😁, moom ay waati àbb yu ñu dajale rekk la daanaka. (Àngale a ko a yées nag, mooy làkk wi ëpp i àbb ci kaw suuf ci li nu xamagum, waatam ya xaaj ba da ko a àbb😱🤭🏃🏿\u200d♂️)', '😋Cëy! Bu nu delloo woon waat yi farañse àbb seen i woroom, lu farañsey dese ciy waat?😅 Ndax farañse dina amati?😫 Ndax farañse bi dina manati wax soxlaam?🥺', 'Bokk yi, tontuleen laaj yi!!🤝🏿👊🏿', 'Abdulaay Sekk', 'Partager la publication ""Liy firndeel ne yaqub làkku Wolof a gën a gànjaru bob farañse""']",xibaar
ONU : kembaarug Afrig am na ab toogoom ca ndiisoog mbootaayu xeet yi,https://saabal.com/onu-kembaarug-afrig-am-na-ab-toogoom-ca-ndiisoog-mbootaayu-xeet-yi/,"['Tàngoon na lool démb ca  ñaareelu wërngalu tànn ga mbootaayu xeet ya doon def ngir am menn réew mu fay toogal Afrig niki cér buy àddu ci dogal yi. Keeñaa nag mooy réew mi ñu mujj tànn ngir mu toogal fa réewi Afrig yépp.', 'Ba ñuy saytu njuréefi tànn ga njëkk ga, muy Keeñaa di Jibuti, kenn amu ci woon limub baat yu ko may mu man a am dayo bi war ngir jàll ca tànn gu njëkk ga, waraloon ñu dem ci ñaareelu wërngal bii leen teqe.', 'Cig pàttali, ngir nga jàll nekk ab cér buy dogal, lawax bu nekk dafa war a am lumu néew-néew ñaar ci ñent (2/4) ca li mub jàmburi ngomblaan ga.', 'bàlluwaay bi: Reuters', 'Lawax: candidat / ngomblaan: Assamblée délibérante / njuréef: résultat / Mbootaayu xeet yi: Naions unies / ndiisoo gi: le conseil (entité)', 'Àlliyun Jóob / Móomi Jóob / Tuubaa Silla Maxtaar', 'Partager la publication ""ONU : kembaarug Afrig am na ab toogoom ca ndiisoog mbootaayu xeet yi""']",xibaar
Diggante ñaar ñu nekk waxtaanay la koy rataxal,https://saabal.com/diggante-naar-nu-nekk-waxtaanay-la-koy-rataxal/,"['Góor gi xamul ne Jaan a ngi ci suuf.', 'Jigéen ji xamul ne xeer wu rëy-rëy moo naj góor gi.', 'Jigéen jaa gi naan: \xa0» wuy dinaa daanu\xa0»!', 'Te manatul a yéeg ndax Jaan jaa ngi koy màtt.', 'Mu ngay wax ca xelam naan: «\xa0lan moo tax góor gi ne damaa bëgg jëfandikoowul dooleem ji ngir xëcc ma, ma yéeg ci kaw.\xa0»', 'Góor gaa ngay wax naan: \xa0» maa ngi dee!\xa0»', 'Ca am xelam ma nga naan:\xa0» waaye dinaa wéy di xëcc ak sama doole jépp ji ma am\xa0»; teg ca sax ne «\xa0lan moo tax jigéen jii jéemul def dara ngir yéeg ci kaw?\xa0»', 'Njàngat li:', 'Leeg-leeg dunu gis jafe-jafe yi keneen di dund waaye moom it du gis mettiit wi nuy dund.', 'Noonii lay deme leeg-leeg ca barabu liggéeyukaay ya, ca kër ga, ci biir bëggante gi, ak ci biir xaritoo gi… Ndare danoo waroon di góor-goorlu di jéem a nàndante. Nanu jéem a xalaate neneen tey ba di àtte ak a tuumaal, di bañ a sukkandiku ci yaakaar ak jortu rawatina lu ñaaw la… Nanu jéem di gis la nëbbu…', 'Leeg-leeg xalaat ak sànni sa bët ca la nëbbu dina doon caabi jiy ubbi yenn wunt yi tëju.', 'Albatros ak Habiibul Xadiim Géy ', 'Partager la publication ""Diggante ñaar ñu nekk waxtaanay la koy rataxal""']",xibaar
